code,description,marca,price_distributor,price_distributor_with_ipi,price_final,price_final_with_ipi,priceresale,priceresalewithipi
S0072I-L,SENSOR OXIM REUTIL TIPO Y COMPATIVEL SIEMENS DRAGER,,209.75,212.48,233.06,236.09,,
1544,SENSOR OXIM REUTIL TIPO Y MASIMO LNOP YI,,1545.18,1565.26,1545.18,1565.26,,
OEM-S1530D,SENSOR OXIM REUTIL TIPO Y TECNOLOGIA 6P,,195.92,198.47,195.92,198.47,,
W0015A,CABO EXTENSOR DE TEMPERATURA COMPATIVEL GE,,220.68,223.55,245.20,248.38,,
W0001A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE,,96.82,98.07,121.02,122.59,,
W0004A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL 10K SERIES,,86.17,87.29,95.75,96.99,,
W0113A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL BIOLIGHT,,141.74,143.58,157.49,159.53,,
W0128A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL COMEN,,109.83,111.26,137.28,139.07,,
W0015,A SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL GE,,209.44,212.16,232.71,235.74,,
W0013A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL MINDRAY,,181.81,184.18,202.01,204.64,,
W0003A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL PHILIPS,,125.06,126.69,138.96,140.76,,
W0008A,SENSOR TEMPERATURA REUTILIZAVEL ADULTO DE PELE COMPATIVEL SIEMENS DRAGER,,136.70,138.48,151.89,153.86,,
W0001B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL,,95.69,96.93,119.61,121.17,,
W0004B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL 10K SERIES,,88.54,89.69,98.38,99.66,,
W0113B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL BIOLIGHT,,141.73,143.58,157.48,159.53,,
W0128B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL COMEN,,141.73,143.58,157.48,159.53,,
W0005B/W0015B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL GE,,203.88,206.53,254.84,258.16,,
W0013B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL MINDRAY,,169.69,171.89,188.54,190.99,,
W0003B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL PHILIPS,,135.80,137.57,150.89,152.86,,
W0008B,SENSOR TEMPERATURA REUTILIZAVEL ADULTO ESOFAGICO RETAL COMPATIVEL SIEMENS DRAGER,,123.50,125.10,154.37,156.38,,
W0001C,SENSOR TEMPERATURA REUTILIZAVEL PEDIATRICO DE PELE,,51.52,52.19,51.52,52.19,,
W0013C,SENSOR TEMPERATURA REUTILIZAVEL PEDIATRICO DE PELE COMPATIVEL MINDRAY,,192.19,194.68,240.23,243.36,,
W0008C,SENSOR TEMPERATURA REUTILIZAVEL PEDIATRICO DE PELE COMPATIVEL SIEMENS DRAGER,,67.49,68.37,67.49,68.37,,
W0001D,SENSOR TEMPERATURA REUTILIZAVEL PEDIATRICO ESOF RETAL,,100.04,101.34,125.05,126.67,,
W0013D,SENSOR TEMPERATURA REUTILIZAVEL PEDIATRICO ESOFAGICO RETAL COMPATIVEL MINDRAY,,192.89,195.40,241.11,244.25,,
W0008D,SENSOR TEMPERATURA REUTILIZAVEL PEDIATRICO ESOFAGICO RETAL COMPATIVEL SIEMENS DRAGER,,77.15,78.15,77.15,78.15,,
